camera,frame,component,is_reference,delta_norm,affine_init_a,affine_init_b,affine_init_c,affine_init_d,affine_init_e,affine_init_f,affine_init_g,affine_init_h,projective_final_a,projective_final_b,projective_final_c,projective_final_d,projective_final_e,projective_final_f,projective_final_g,projective_final_h
right,43,0,False,1468.6446721478937,-0.06184039102712695,-0.5701506672667275,3725.4796557548466,0.5701506672667275,-0.06184039102712695,-3339.561533002898,0.0,0.0,-0.09562547102860106,-0.787726757172392,3943.4116295026174,0.9366276007099817,0.10323131167276944,-4791.946680893083,-3.615212294987223e-05,-5.940837616508825e-05
left,44,0,False,1084.799088036373,-0.6210221533616722,0.03670083262163902,3896.1903758046324,-0.03670083262163902,-0.6210221533616722,-1833.5182689022083,0.0,0.0,-0.9463768298424621,0.10801618604293906,4517.1062163266215,0.07696459780430137,-0.8998548675572926,-2723.041949747387,-5.171060035956783e-05,4.571073797832869e-05
right,44,0,False,1087.1927975049846,-0.6221370169105804,0.039811243322767115,3883.243213350278,-0.039811243322767115,-0.6221370169105804,-1831.7856425882762,0.0,0.0,-0.9582587127124259,0.1029969547889087,4496.38132552666,0.09402201391697847,-0.8904857296292964,-2729.588308796665,-5.634943898204176e-05,4.4091787236814394e-05
left,45,0,False,1033.9990655294012,-0.636879991080796,0.08183138899145793,3845.052029492007,-0.08183138899145793,-0.636879991080796,-1452.1871505120814,0.0,0.0,-0.9634902040398978,0.14501624750122052,4509.868088503156,-0.00385612353810905,-0.9002945235874191,-2244.1300077073715,-4.828526173799691e-05,4.055238478611462e-05
right,45,0,False,1032.4684696518973,-0.6368439313721764,0.08168964232072552,3830.721200951532,-0.08168964232072552,-0.6368439313721764,-1453.2721858051873,0.0,0.0,-0.9611461638732346,0.14628397554618347,4494.661974245641,-0.009180939705793381,-0.9036392244035856,-2243.9513904143264,-4.704163538838063e-05,4.0855757329587355e-05
left,46,0,False,992.3503483436891,-0.6510275742804555,0.07847131851704417,3854.0645147017626,-0.07847131851704417,-0.6510275742804555,-1188.936803879051,0.0,0.0,-0.9558174119515841,0.14355538411670088,4577.531830892283,-0.05990752251115039,-0.9392824391429956,-1868.1673065021746,-3.425869201868726e-05,4.1682873125866365e-05
right,46,0,False,987.2729401780317,-0.6508028546179674,0.0778148225788844,3838.813300611482,-0.0778148225788844,-0.6508028546179674,-1189.4654363297739,0.0,0.0,-0.9533539450679842,0.14212538544676154,4555.788914548609,-0.061602694265690205,-0.9398839964627915,-1868.180139223046,-3.379190185164262e-05,4.062596323966308e-05
left,47,0,False,955.3052482401625,-0.6555586675845206,0.07062823401041467,3843.42578772445,-0.07062823401041467,-0.6555586675845206,-928.3121912583612,0.0,0.0,-0.9777138481906591,0.1343201115141923,4582.174521240384,-0.03685521509327499,-0.9318093392537984,-1534.000428512588,-4.181347560377738e-05,3.985236997330041e-05
right,47,0,False,957.7837920959175,-0.6552108763237627,0.07130176524497324,3827.692442992355,-0.07130176524497324,-0.6552108763237627,-929.4836615351552,0.0,0.0,-0.9821777557300121,0.14031306833934076,4563.370018050878,-0.031215858153959566,-0.9326629007419555,-1542.7765016215517,-4.299662058737555e-05,4.0948556919575243e-05
left,48,0,False,924.4227481403731,-0.6578985806570058,0.06361517968313367,3834.564564778279,-0.06361517968313367,-0.6578985806570058,-641.3853393476594,0.0,0.0,-0.9925966917278324,0.10178483966503912,4588.439904563386,-0.020970284873319735,-0.894249508495474,-1176.3892815604142,-4.6713177380118994e-05,2.9290368676350932e-05
right,48,0,False,920.5773878755969,-0.6605052710819057,0.06249013272483929,3824.7129339926646,-0.06249013272483929,-0.6605052710819057,-640.8077901880037,0.0,0.0,-0.9903427454615834,0.11084080319390648,4580.981114250277,-0.02948623855589724,-0.9128385711564464,-1165.7087243706317,-4.383243655304717e-05,3.277496392403125e-05
left,49,0,False,867.1689736590982,-0.6731678611342059,0.05278936554033986,3856.697681206283,-0.05278936554033986,-0.6731678611342059,-376.55586066613,0.0,0.0,-0.9857105066397492,0.08209830812883177,4605.203346972124,-0.034938089075502034,-0.8981289478465598,-814.4155958843037,-4.1480860733469826e-05,2.318758758268267e-05
right,49,0,False,866.2131853027254,-0.6735355843566214,0.054449852199177605,3841.8757091989924,-0.054449852199177605,-0.6735355843566214,-373.7966899786697,0.0,0.0,-0.9882417714557316,0.09360857811236756,4588.24747938398,-0.03716816570300608,-0.9019178240770339,-813.4036849556887,-4.1782832493125773e-05,2.6056733530092952e-05
left,50,0,False,820.0921428430363,-0.6776562709863312,0.028372993388383578,3860.303604364783,-0.028372993388383578,-0.6776562709863312,-88.60943873504367,0.0,0.0,-0.96675490800461,0.08907693599946878,4610.8413747622535,-0.041795900654820604,-0.9014171633295631,-419.1303010835089,-3.6259433166859627e-05,2.4845848221309783e-05
right,50,0,False,823.8137701455992,-0.6755797824900296,0.03239641965541406,3840.975707903359,-0.03239641965541406,-0.6755797824900296,-88.56215397147243,0.0,0.0,-0.9706615511130932,0.08085843782449663,4594.100164314953,-0.03887101190273206,-0.8997201535167049,-422.4371924718091,-3.7421779592397324e-05,2.326793022334903e-05
left,51,0,False,782.8487873057555,-0.6859101319046448,0.009196965350660407,3881.734046303531,-0.009196965350660407,-0.6859101319046448,193.4609878125182,0.0,0.0,-0.9948694759825281,0.06106326979217554,4625.087153697052,-0.019055393527694746,-0.8954293283596151,-52.05528328374768,-4.350648430060034e-05,1.7202607350282336e-05
right,51,0,False,777.5325447713584,-0.6914142559647628,0.008238743341552909,3870.957691063901,-0.008238743341552909,-0.6914142559647628,196.7127556191302,0.0,0.0,-1.0125970522306416,0.08236442954569978,4606.970375699148,-0.015548904197176461,-0.8996636678062477,-53.97037935483874,-4.806180760379747e-05,2.2472107274663332e-05
left,52,0,False,741.1239669898506,-0.6988761480674978,-0.0065687057794776415,3912.8067087763047,0.0065687057794776415,-0.6988761480674978,436.0711764217323,0.0,0.0,-1.0124102420473275,0.048972446047829424,4632.9209871702815,-0.00812470877064172,-0.8991110922106723,260.85696808942805,-4.728394942709779e-05,1.2720313127219285e-05
right,52,0,False,737.4231955781445,-0.6988821226052375,-0.0058483370968405975,3897.0487710853135,0.0058483370968405975,-0.6988821226052375,436.4082871060138,0.0,0.0,-1.0164457697277285,0.04508543144629932,4612.600296741056,-0.0077880780917558646,-0.8955011599650317,258.142078242688,-4.900752753264548e-05,1.1823628282910053e-05
left,53,0,False,693.9013230120925,-0.7100038797854069,-0.021027792794137017,3953.718661689598,0.021027792794137017,-0.7100038797854069,730.7430482402884,0.0,0.0,-1.0048762147744403,0.03875071880052707,4644.437629370789,-0.008557084724986438,-0.9146815585806749,664.36368042183,-4.233153061071776e-05,7.941470480652557e-06
right,53,0,False,689.961779925731,-0.71240384066736,-0.02179905457609806,3941.3222437364675,0.02179905457609806,-0.71240384066736,733.2725178308798,0.0,0.0,-1.0107712830814344,0.03929644059510385,4627.794895316581,-0.008760378697815874,-0.915073433920419,663.9730111499777,-4.3807293679621524e-05,8.413383610782219e-06
left,54,0,False,685.88337096538,-0.6959028330590431,-0.030943042423773322,3968.7478420202665,0.030943042423773322,-0.6959028330590431,1018.2753800567264,0.0,0.0,-0.9915828779318606,0.01952261088463129,4651.6372864733175,-0.0016758839356560554,-0.9310692207303956,1082.2899009151972,-3.766716416055975e-05,2.3167341581577796e-06
right,54,0,False,677.6040437293047,-0.7003503344156572,-0.031216725569150908,3958.7591212285415,0.031216725569150908,-0.7003503344156572,1022.1894971450819,0.0,0.0,-1.0017905955929358,0.016335174024354582,4633.789306115379,-0.003512134783047891,-0.9281541834992494,1081.192406749983,-4.070413332675181e-05,1.7661641903766102e-06
left,55,0,False,683.2156317479186,-0.6769640306577196,-0.035738490633354034,3969.703373238604,0.035738490633354034,-0.6769640306577196,1260.4948581196131,0.0,0.0,-0.9808079319184497,-0.009184015850108604,4629.948822579125,0.007897855727823292,-0.9264114067198344,1436.1632675291848,-3.868668012572232e-05,-6.435805363994028e-06
right,55,0,False,664.7455359217676,-0.6822941170093828,-0.042137072674456114,3971.338297293392,0.042137072674456114,-0.6822941170093828,1266.6901970608287,0.0,0.0,-0.9867882407222299,-0.014382475570002896,4614.311004545068,0.0037879835842820116,-0.9230494563545161,1435.4283739402536,-4.1404342490823224e-05,-6.648636215157558e-06
left,56,0,False,809.1728242466737,-0.11122005304259201,-0.6478194900306296,3983.5906194134013,0.6478194900306296,-0.11122005304259201,-40.262855901137385,0.0,0.0,-0.17860330214978778,-0.8869701110800455,4635.176317908217,1.055468023345381,-0.20036017630157776,-520.0508311147181,3.711273067259321e-07,-6.0175977335367725e-05
right,56,0,False,809.4870926262206,-0.11415053298989904,-0.6445897227249913,3978.6865160640523,0.6445897227249913,-0.11415053298989904,-19.578146655775743,0.0,0.0,-0.17824694033115307,-0.8896046711107667,4632.4648311984,1.0556411622128858,-0.20074786652748486,-496.90720211488207,5.763403191826293e-07,-6.060605692395957e-05
left,57,0,False,816.0277189889896,0.07100437684478224,-0.6416704001956041,3971.3456954847065,0.6416704001956041,0.07100437684478224,-245.70382453561325,0.0,0.0,0.11764781290794657,-0.9220973146303488,4580.159278652778,1.0527760347202626,0.04756615491778908,-789.0701914892225,1.536730455262895e-05,-6.992095940989578e-05
right,57,0,False,825.2406226660088,0.0764624222469507,-0.6325645764583059,3958.387417907004,0.6325645764583059,0.0764624222469507,-223.03713730965907,0.0,0.0,0.1108224784713065,-0.919843464811672,4581.9527713532625,1.048678183086154,0.048412202570589424,-763.5813793773162,1.3995744439319331e-05,-6.96276364836857e-05
left,58,0,False,756.76633302665,0.6039586204432607,-0.1755318115879095,2882.921690840442,0.1755318115879095,0.6039586204432607,-288.1596550218609,0.0,0.0,0.9949744144408889,-0.3063928634340576,3321.396550886192,0.369997533806593,0.8959909561359151,-904.9536131575508,5.118240500426261e-05,-2.104427733923457e-05
right,58,0,False,747.6467858023296,0.6080840759130203,-0.17910076120159665,2895.3152666277397,0.17910076120159665,0.6080840759130203,-295.4294119324503,0.0,0.0,0.9955436042534294,-0.3085758273434696,3339.4733486788086,0.36977343914849775,0.8950885672883772,-896.8436026969686,5.1574876854168794e-05,-2.152069260392482e-05
left,59,0,False,692.3711590112043,0.6378068433267919,0.051629777604791996,2594.7756823916047,-0.051629777604791996,0.6378068433267919,-306.1347665339266,0.0,0.0,1.0378026719996378,0.028994583519524126,2994.440945010939,-0.025591685958686813,0.9502984516359956,-871.5065387758137,4.897256251746452e-05,7.990585570719317e-08
right,59,0,False,683.0900251209782,0.6405054423659969,0.04833574816535992,2610.653510781177,-0.04833574816535992,0.6405054423659969,-320.1687993929678,0.0,0.0,1.0314712494638798,0.008147134018996652,3021.5155981647245,-0.026513903720222828,0.9438501103462875,-865.8830841675583,4.879050760940707e-05,-4.47992703577728e-06
left,60,0,False,767.4977223058829,0.6491536702726635,0.033590681776848305,2580.720538968512,-0.033590681776848305,0.6491536702726635,-655.1647784795571,0.0,0.0,1.0118049293171516,0.027866472543408294,2989.6790454277616,-0.02006501927856231,0.9358335045237858,-1304.6303124552737,4.4846589602019155e-05,-6.500943270908627e-07
right,60,0,False,777.0578552664325,0.6472742433839914,0.03741940506401471,2594.340906977259,-0.03741940506401471,0.6472742433839914,-646.4992809685081,0.0,0.0,1.0102493509450416,0.02332127425536344,3010.936283752897,-0.0204202571474462,0.9344387099493313,-1302.446678080763,4.4851278033039444e-05,-1.5003442668112987e-06
left,61,0,False,846.4165799483741,0.6501045223397665,0.02731304835908136,2571.41342667736,-0.02731304835908136,0.6501045223397665,-932.943140587318,0.0,0.0,1.0214161079719573,0.01549401615891529,2975.596038302532,-0.025833266230575427,0.927016540099847,-1676.6213159944741,4.775951767470938e-05,-5.0323441946827036e-06
right,61,0,False,840.047464233752,0.6496228730663637,0.02463262293447475,2588.009721846585,-0.02463262293447475,0.6496228730663637,-939.1933231005,0.0,0.0,1.0300830116516206,0.013493547692275067,2992.663621870955,-0.028364890149830645,0.92753642407258,-1675.355493574339,4.9689104062886236e-05,-5.464121205967356e-06
left,62,0,False,923.0025388014155,0.6527248702211257,0.015774194051334286,2571.459428278225,-0.015774194051334286,0.6527248702211257,-1244.2731571281324,0.0,0.0,1.0148443292279299,-0.03117406401029653,2974.9982170166277,-0.025079179478233658,0.9236355998650214,-2074.3875623781264,4.802054297241395e-05,-1.5726059052660844e-05
right,62,0,False,916.7009267782905,0.651487383974292,0.013644522223021255,2589.976896216463,-0.013644522223021255,0.651487383974292,-1246.3989825048832,0.0,0.0,1.0138628256602549,-0.028399839344164284,2994.2687463273337,-0.026484308453818634,0.920949931500568,-2069.1313103196408,4.79392120290204e-05,-1.4953220417880392e-05
left,63,0,False,983.5597642243303,0.6511664184352294,0.0024518047100793396,2588.686487848677,-0.0024518047100793396,0.6511664184352294,-1534.0182152919463,0.0,0.0,0.9998406234472276,-0.07216769744520794,2977.242132616221,-0.029454196346894303,0.9255218370778195,-2437.574587400792,4.722050060756398e-05,-2.597476109003776e-05
right,63,0,False,985.7971267501856,0.6518882202240288,0.003942450415750727,2600.1477960047937,-0.003942450415750727,0.6518882202240288,-1532.3312195760504,0.0,0.0,0.9995493326039065,-0.07736655536589702,2997.0273618988795,-0.028674041899445595,0.9245189328376394,-2434.707184939756,4.75379247022136e-05,-2.7210240244244565e-05
left,64,0,False,1029.2174885070697,0.6390065590271623,-0.014804544687268325,2634.6318170820855,0.014804544687268325,0.6390065590271623,-1816.5644614761354,0.0,0.0,1.008811259516927,-0.1087658857676276,2992.2890409201254,-0.04948203820590084,0.9223935391396608,-2781.6394424284276,5.305668018419937e-05,-3.40535950469904e-05
right,64,0,False,1027.9959688354027,0.6397134745376662,-0.010858126089373366,2641.830751860719,0.010858126089373366,0.6397134745376662,-1812.551283203909,0.0,0.0,0.9858787296649837,-0.10687387887548529,3013.0249254651085,-0.04845739132544671,0.9194674361886264,-2771.1911460272586,4.865017315435052e-05,-3.386062000491952e-05
left,65,0,False,1104.9242300534443,0.6295262586231049,-0.026366840773699423,2672.185151361598,0.026366840773699423,0.6295262586231049,-2104.940670123086,0.0,0.0,1.0285429650772744,-0.06408037277967668,2966.598506007076,-0.05620701487955731,0.916413694635245,-3169.9186421986137,5.732411359818153e-05,-2.6066292098275896e-05
right,65,0,False,1108.8483559702684,0.629872068996623,-0.025652440060698167,2686.858163119818,0.025652440060698167,0.629872068996623,-2101.9907591304323,0.0,0.0,1.0085538924330546,-0.08162204251327697,2998.2209053027764,-0.0450817043725312,0.9170922531683399,-3166.2264873819313,5.472061078542351e-05,-2.994929770577208e-05
left,66,0,False,1185.205301246987,0.6324703883548554,-0.03711500686957408,2697.757454139355,0.03711500686957408,0.6324703883548554,-2402.41233554002,0.0,0.0,1.0023237568956582,-0.0767449666019821,2955.5923064691588,-0.031301995502203014,0.917436882534621,-3559.2323607726353,5.431176906775193e-05,-3.1619891446887414e-05
right,66,0,False,1178.5781849585048,0.6319398214269392,-0.03618175037543588,2709.4819676071156,0.03618175037543588,0.6319398214269392,-2400.3745561896885,0.0,0.0,0.9969452474151469,-0.09969261980583953,2984.6948312082723,-0.03603954413258496,0.925476006886785,-3546.3694030919473,5.4310181175206226e-05,-3.635920022527194e-05
left,67,0,False,1238.4166151142185,0.6374485248206356,-0.04760741448118629,2722.794648406009,0.04760741448118629,0.6374485248206356,-2687.2017545197864,0.0,0.0,0.9788760027458685,-0.08857788021662992,2936.18604901267,-0.014802661235276628,0.9247492626827515,-3907.0950359383082,5.1305388955037053e-05,-3.749818720652135e-05
right,67,0,False,1243.4729875008718,0.6391224078139295,-0.048488714648369735,2735.237983820149,0.048488714648369735,0.6391224078139295,-2688.0640440262164,0.0,0.0,0.9670950245700365,-0.07250609672253948,2954.6853278136114,0.0011302412545142163,0.9103473011135353,-3912.0198234193754,4.84884212783346e-05,-3.2959124604038914e-05
left,68,0,False,1273.4983045001632,0.6254557200028592,-0.05128183229508027,2760.6999853903335,0.05128183229508027,0.6254557200028592,-2951.1977578704273,0.0,0.0,0.945318685272598,-0.13622623902252334,2954.2613622839626,-0.011467462470854643,0.9212358061030391,-4209.900154781081,5.087439347327711e-05,-4.955598541849954e-05
right,68,0,False,1271.0829270180411,0.6282020933845514,-0.054288589555712904,2775.7187603941097,0.054288589555712904,0.6282020933845514,-2953.885542633507,0.0,0.0,0.9185832172875904,-0.1367754848448545,2974.655279011592,0.014517367180873014,0.9161454296286509,-4209.3041554072315,4.520889949518496e-05,-4.94609404597915e-05
left,69,0,False,1289.4850021931493,0.6129504411261489,-0.056150459826231236,2802.42087841168,0.056150459826231236,0.6129504411261489,-3199.1628676175837,0.0,0.0,0.9372706871448919,-0.16774118880364708,2966.168918080368,-0.024731703712671298,0.9086639359607971,-4478.2085817190045,5.4476016205533367e-05,-5.620742600792199e-05
right,69,0,False,1287.2278592386515,0.6116109071103654,-0.05423825270780746,2815.047138582884,0.05423825270780746,0.6116109071103654,-3195.2344544744014,0.0,0.0,0.9489288339583223,-0.15919656231070903,2980.0592054615886,-0.03560503836263613,0.9007627752131353,-4471.841818899456,5.696930737501118e-05,-5.405881261140599e-05
