key_i,key_j,roles,provenance,raw_matches,ratio_matches,ransac_inliers,inlier_ratio,mean_reproj_error,coverage_i,coverage_j,quality_score,selected_matches,observation_index
left:35,right:20,loop,loop,10000,212,65,0.4088050314465409,1.6190346937285731,0.17440259301735406,0.18111252450316692,0.18449771085231237,40,237
left:35,left:33,strong,strong,10000,199,89,0.6180555555555556,1.5934081011926373,0.09782630499700413,0.10015453220547567,0.17074579456048958,40,238
right:35,right:33,strong,strong,10000,205,91,0.610738255033557,1.616970147370636,0.13230740758478182,0.13964126527989826,0.22596816856012988,40,239
left:35,right:18,strong,strong,10000,112,40,0.5128205128205128,1.7964487920154313,0.09957050249343777,0.08977188718233955,0.09516615353562542,40,240
left:36,right:35,tree,tree,10000,935,420,0.5405405405405406,1.1664466608369066,0.25589020871250545,0.2631757421848449,0.7165440428714872,40,241
right:36,left:35,tree,tree,10000,911,400,0.5319148936170213,1.20007543440894,0.22554598639060544,0.23351137132494176,0.599214466921241,40,242
left:36,left:18,loop,loop,10000,223,80,0.45977011494252873,1.4391059373113075,0.2529327220192112,0.22603511153996916,0.31734234169821,40,243
right:36,right:18,loop,loop,10000,229,81,0.46285714285714286,1.5396673962778047,0.2423834566060553,0.2165383680083084,0.28686001481803924,40,244
left:36,left:19,loop,loop,10000,303,108,0.47368421052631576,1.5837666382351203,0.3432383535289451,0.31602318426034476,0.44341872353542516,40,245
right:36,left:19,loop,loop,10000,296,105,0.46875,1.8069637854916183,0.35238596673178524,0.3213118742963909,0.388709071705638,40,246
left:36,left:20,strong,strong,10000,254,62,0.43356643356643354,1.6883272184576417,0.20018198085293176,0.19733026441581838,0.20995273019184046,40,247
right:36,right:20,strong,strong,10000,226,56,0.42105263157894735,1.3735121123465446,0.1398512071305857,0.13832487481608557,0.17144037599904305,40,248
left:36,left:34,strong,strong,10000,182,50,0.4032258064516129,1.5329133416863068,0.11234197114904015,0.11704333653158587,0.11618945674332638,40,249
right:36,right:34,strong,strong,10000,177,55,0.4330708661417323,1.3589410962673851,0.1421422260403231,0.14837756899457033,0.18234126321370628,40,250
left:37,left:36,tree,tree,10001,972,313,0.42585034013605444,1.7524308168577603,0.5401777126300739,0.5581440732662689,0.7547003045450646,40,251
right:37,right:36,tree,tree,10001,928,291,0.40360610263522884,1.9239225588948363,0.5624033292413863,0.5797727943700394,0.6697579139240011,40,252
left:37,left:18,loop,loop,10001,520,171,0.4170731707317073,1.9538813236266213,0.4067083175914565,0.36791663442740813,0.4042585024458484,40,253
right:37,right:18,loop,loop,10001,515,165,0.4084158415841584,1.5493120198880388,0.29437753258834526,0.26878452713011813,0.36220753502196573,40,254
right:37,left:9,loop,loop,10001,202,54,0.4462809917355372,1.677449622130391,0.12148706406780511,0.09294367170027792,0.09909093411214248,40,255
left:37,right:9,loop,loop,10001,199,55,0.4365079365079365,1.702426806116678,0.11889183263504394,0.0900383309983096,0.0929297366809098,40,256
left:37,right:19,strong,strong,10001,329,74,0.37,1.8435609735052076,0.2188420460864825,0.20146349990148352,0.17457076197901955,40,257
right:37,left:19,strong,strong,10001,368,93,0.42272727272727273,1.7483658735712837,0.2700915224626268,0.2533821218155757,0.2783393335676895,40,258
left:38,right:36,tree,tree,10000,308,80,0.40816326530612246,1.6430805343090154,0.14407181779184128,0.15368297224544772,0.15727448815730816,40,259
